date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:11:03	10231/10231	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2017%20Apr%202025%2022:04:32%20GMT	https://6wripy-n1.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-f55dd2979ec32029c7d9e0b454ab8b33f79c01ca039d17a6f5c9b95647564b19.js	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/6wripy-n1.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-f55dd2979ec32029c7d9e0b454ab8b33f79c01ca039d17a6f5c9b95647564b19.js	(from ../../../Index.html)
02:11:03	33912/33912	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2019%20Apr%202025%2010:01:05%20GMT	https://6wripy-n1.myshopify.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-1.6.1.min.js	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/6wripy-n1.myshopify.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-1.6.1.min.js	(from ../../../Index.html)
02:11:03	42863/42863	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a76f-O0GzvJVmhQFaNHoiOOcdsp36Dbs%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.js	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.js	(from ../../../Index.html)
02:11:04	4013/4013	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2004%20May%202025%2005:11:04%20GMT	https://6wripy-n1.myshopify.com/checkouts/internal/preloads.js?locale=pt-BR	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/6wripy-n1.myshopify.com/checkouts/internal/preloads4c33.js	(from ../../../Index.html)
02:11:04	9652/9652	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2004%20Feb%202025%2015:51:48%20GMT	https://cdn.shopify.com/shopifycloud/storefront-forms-hcaptcha/ce_storefront_forms_captcha_hcaptcha.v1.5.2.iife.js	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/cdn.shopify.com/shopifycloud/storefront-forms-hcaptcha/ce_storefront_forms_captcha_hcaptcha.v1.5.2.iife.js	(from ../../../Index.html)
02:11:04	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2004%20May%202025%2005:11:04%20GMT	http://6wripy-n1.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-c354cc1bc6f1fafc3e06e39f4fb0e1d9abdf763072ca394d606ca9f6f241e68a.js	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/6wripy-n1.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-c354cc1bc6f1fafc3e06e39f4fb0e1d9abdf763072ca394d606ca9f6f241e68a.js	(from ../../../Index.html)
02:11:05	12962/12962	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2020%20Apr%202025%2011:18:30%20GMT	https://6wripy-n1.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-c354cc1bc6f1fafc3e06e39f4fb0e1d9abdf763072ca394d606ca9f6f241e68a.js	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/6wripy-n1.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-c354cc1bc6f1fafc3e06e39f4fb0e1d9abdf763072ca394d606ca9f6f241e68a.js	(from ../../../Index.html)
02:11:05	271805/271805	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2004%20May%202025%2005:06:10%20GMT	https://6wripy-n1.myshopify.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.pt-br.js	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/6wripy-n1.myshopify.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.pt-br.js	(from ../../../Index.html)
02:11:05	12290/12290	---MCZ	200	added ('OK')	text/css	date:Sun,%2004%20May%202025%2005:08:49%20GMT	https://6wripy-n1.myshopify.com/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/6wripy-n1.myshopify.com/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	(from ../../../Index.html)
02:11:07	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2004%20May%202025%2005:11:06%20GMT	http://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/inicio-mobile.css?v=158110846078073944451746116040	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/inicio-mobile3c11.css	(from ../../../Index.html)
02:11:07	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2004%20May%202025%2005:11:07%20GMT	http://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/inicio-desktop.css?v=32146997281551949571746116040	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/inicio-desktop7a6a.css	(from ../../../Index.html)
02:11:07	262321/262321	---MCZ	200	added ('OK')	text/css	date:Sun,%2004%20May%202025%2005:09:42%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/inicio-mobile.css?v=158110846078073944451746116040	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/inicio-mobile3c11.css	(from ../../../Index.html)
02:11:08	239960/239960	---MCZ	200	added ('OK')	text/css	date:Fri,%2002%20May%202025%2001:12:44%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/inicio-desktop.css?v=32146997281551949571746116040	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/inicio-desktop7a6a.css	(from ../../../Index.html)
02:11:08	3115/3115	---M--	200	added ('OK')	image/png	etag:%22c2b-9jJwa/xT5PPylXSS9pFB5ubHW6w%22	https://http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.34/mercadolibre/logo-pt__large_25years.png	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.34/mercadolibre/logo-pt__large_25years.png	(from ../../../Index.html)
02:11:09	121264/121264	---M--	200	added ('OK')	image/webp	etag:%221d9b0-AcnW6DxqtEvH+hJZreMFIYS2Tzs%22	https://http2.mlstatic.com/storage/splinter-admin/o:f_webp,q_auto:best/1711650124829-novodesktophome-mainslider-2.jpg	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/http2.mlstatic.com/storage/splinter-admin/o_f_webp,q_auto_best/1711650124829-novodesktophome-mainslider-2.jpg	(from ../../../Index.html)
02:11:11	192293/192293	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:c90c3967f24eeaf9ec9a5e9d7e2b28e0%22	https://6wripy-n1.myshopify.com/pages/aaa	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/6wripy-n1.myshopify.com/pages/aaa	(from ../../../Index.html)
02:11:12	4751/4751	---M--	200	added ('OK')	image/jpeg	etag:%22607538260%22	http://http2.mlstatic.com/D_820843-MLU74087764481_012024-I.jpg	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/http2.mlstatic.com/D_820843-MLU74087764481_012024-I.jpg	(from ../../../Index.html)
02:11:12	4823/4823	---M--	200	added ('OK')	image/jpeg	etag:%224212606142%22	http://http2.mlstatic.com/D_878666-MLU71963854570_092023-I.jpg	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/http2.mlstatic.com/D_878666-MLU71963854570_092023-I.jpg	(from ../../../Index.html)
02:11:13	2063/2063	---M--	200	added ('OK')	image/jpeg	etag:%222556508680%22	http://http2.mlstatic.com/D_830799-MLU74134570456_012024-I.jpg	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/http2.mlstatic.com/D_830799-MLU74134570456_012024-I.jpg	(from ../../../Index.html)
02:11:13	1824/1824	---M--	200	added ('OK')	image/jpeg	etag:%224263097826%22	http://http2.mlstatic.com/D_782008-MLA48243381807_112021-I.jpg	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/http2.mlstatic.com/D_782008-MLA48243381807_112021-I.jpg	(from ../../../Index.html)
02:11:14	1636/1636	---M--	200	added ('OK')	image/jpeg	etag:%222507165661%22	http://http2.mlstatic.com/D_609605-MLU75402110653_032024-I.jpg	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/http2.mlstatic.com/D_609605-MLU75402110653_032024-I.jpg	(from ../../../Index.html)
02:11:14	2160/2160	---M--	200	added ('OK')	image/jpeg	etag:%221022818906%22	http://http2.mlstatic.com/D_721940-MLB72530602300_102023-I.jpg	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/http2.mlstatic.com/D_721940-MLB72530602300_102023-I.jpg	(from ../../../Index.html)
02:11:15	4276/4276	---M--	200	added ('OK')	image/jpeg	etag:%221548590963%22	http://http2.mlstatic.com/D_855754-MLB73397799257_122023-I.jpg	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/http2.mlstatic.com/D_855754-MLB73397799257_122023-I.jpg	(from ../../../Index.html)
02:11:15	2274/2274	---M--	200	added ('OK')	image/jpeg	etag:%221807504448%22	http://http2.mlstatic.com/D_622058-MLB74953843811_032024-I.jpg	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/http2.mlstatic.com/D_622058-MLB74953843811_032024-I.jpg	(from ../../../Index.html)
02:11:16	2991/2991	---M--	200	added ('OK')	image/jpeg	etag:%221916697678%22	http://http2.mlstatic.com/D_679234-MLA48678146926_122021-I.jpg	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/http2.mlstatic.com/D_679234-MLA48678146926_122021-I.jpg	(from ../../../Index.html)
02:11:16	2948/2948	---M--	200	added ('OK')	image/jpeg	etag:%224148072772%22	http://http2.mlstatic.com/D_720431-MLU73460621022_122023-I.jpg	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/http2.mlstatic.com/D_720431-MLU73460621022_122023-I.jpg	(from ../../../Index.html)
02:11:17	3710/3710	---M--	200	added ('OK')	image/jpeg	etag:%221830871418%22	http://http2.mlstatic.com/D_840457-MLU73592507440_122023-I.jpg	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/http2.mlstatic.com/D_840457-MLU73592507440_122023-I.jpg	(from ../../../Index.html)
02:11:17	4213/4213	---M--	200	added ('OK')	image/jpeg	etag:%221896756210%22	http://http2.mlstatic.com/D_683626-MLU72247438400_102023-I.jpg	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/http2.mlstatic.com/D_683626-MLU72247438400_102023-I.jpg	(from ../../../Index.html)
02:11:18	188943/188943	---M--	200	added ('OK')	image/jpeg	etag:%221010125409%22	https://http2.mlstatic.com/D_NQ_600976-MLA73661526120_012024-OO.jpg	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/http2.mlstatic.com/D_NQ_600976-MLA73661526120_012024-OO.jpg	(from ../../../Index.html)
02:11:19	174536/174536	---M--	200	added ('OK')	image/jpeg	etag:%22634909839%22	https://http2.mlstatic.com/D_NQ_903547-MLA84000097663_042025-F.jpg	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/http2.mlstatic.com/D_NQ_903547-MLA84000097663_042025-F.jpg	(from ../../../Index.html)
02:11:19	1337/1337	---M--	200	added ('OK')	image/png	etag:%22539-2t4oSH+8rb3yAn9xl5EiSZexrRw%22	https://http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.34/mercadolibre/logo-pt__small_25years.png	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.34/mercadolibre/logo-pt__small_25years.png	(from ../../../Index.html)
02:11:19	27520/27520	---M--	200	added ('OK')	image/webp	etag:%226b80-4bFNS9H1XumnPXQ0Wd2GMc/EEIU%22	https://http2.mlstatic.com/storage/splinter-admin/o:f_webp,q_auto:low/1711649930261-mobilehome-mainslider-2024-03-28t151702.099.jpg	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/http2.mlstatic.com/storage/splinter-admin/o_f_webp,q_auto_low/1711649930261-mobilehome-mainslider-2024-03-28t151702.099.jpg	(from ../../../Index.html)
02:11:19	25110/25110	---M--	200	added ('OK')	image/webp	etag:%226216-M2c0GJq5sT+TZq867dZNP64ctuo%22	https://http2.mlstatic.com/storage/splinter-admin/o:f_webp,q_auto:low/1711650449850-mobilehome-mainslider-2024-03-28t152722.770.jpg	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/http2.mlstatic.com/storage/splinter-admin/o_f_webp,q_auto_low/1711650449850-mobilehome-mainslider-2024-03-28t152722.770.jpg	(from ../../../Index.html)
02:11:19	46482/46482	---M--	200	added ('OK')	image/webp	etag:%22b592-vbhOEmagp+mGVEWzw8xNuxmFeuA%22	https://http2.mlstatic.com/storage/splinter-admin/o:f_webp,q_auto:low/1711663038443-mobilehome-mainslider-13.jpg	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/http2.mlstatic.com/storage/splinter-admin/o_f_webp,q_auto_low/1711663038443-mobilehome-mainslider-13.jpg	(from ../../../Index.html)
02:11:20	19161/19161	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Jul%202024%2014:43:29%20GMT	https://carrefourbr.vtexassets.com/arquivos/ids/167094385/geladeira-brastemp-frost-free-duplex-a----463-litros-branca-com-fresh-box-e-cold-room-110v-1.jpg?v=638575154018030000	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/carrefourbr.vtexassets.com/arquivos/ids/167094385/geladeira-brastemp-frost-free-duplex-a----463-litros-branca-com-fresh-box-e-cold-room-110v-18eef.jpg	(from ../../../Index.html)
02:11:20	598181/598181	---M--	200	added ('OK')	image/jpeg	etag:%221010125409%22	https://http2.mlstatic.com/D_NQ_600976-MLA73661526120_012024-F.jpg	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/http2.mlstatic.com/D_NQ_600976-MLA73661526120_012024-F.jpg	(from ../../../Index.html)
02:11:21	198658/198658	---M--	200	added ('OK')	image/jpeg	etag:%222205405956%22	https://http2.mlstatic.com/D_NQ_982392-MLA75568112760_042024-F.jpg	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/http2.mlstatic.com/D_NQ_982392-MLA75568112760_042024-F.jpg	(from ../../../Index.html)
02:11:21	5327/5327	---M--	200	added ('OK')	image/png	etag:%2214cf-qqXG/k04tnZuSA0g1f2lWHd02x8%22	https://http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.34/mercadolibre/logo-anniversary-banner.png	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.34/mercadolibre/logo-anniversary-banner.png	(from ../../../Index.html)
02:11:22	192293/192293	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:c90c3967f24eeaf9ec9a5e9d7e2b28e0%22	https://6wripy-n1.myshopify.com/pages/verificar	C:/Users/User/Downloads/TELANOVAML/TELANOVAML/6wripy-n1.myshopify.com/pages/verificar	(from ../../../Index.html)
